bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
SB0123,2023,RS,Hamilton,Deeds; Stuart; Oliverio; Hunt,Creating enhanced penalties for fleeing officer,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=123&year=2023&sessiontype=RS&btype=bill
SB0124,2023,RS,Woelfel,Plymale,Authorizing child sexual abuse and sexual violence prevention program and in-service training in child sexual abuse prevention,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=124&year=2023&sessiontype=RS&btype=bill
SB0125,2023,RS,Rucker,Azinger; Chapman; Deeds; Maynard; Roberts; Smith; Karnes; Phillips; Tarr; Hamilton; Maroney; Woodrum; Hunt; Taylor,Safeguarding concealed carry permit holder's information,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=125&year=2023&sessiontype=RS&btype=bill
SB0126,2023,RS,Trump,Deeds; Oliverio; Azinger; Stuart; Clements; Barrett; Phillips; Roberts; Swope; Grady; Tarr; Boley; Smith; Maynard; Rucker; Taylor; Weld; Hamilton; Maroney; Woodrum,Reorganizing DHHR,Human Services,HB2006,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=126&year=2023&sessiontype=RS&btype=bill
SB0127,2023,RS,Weld,Maroney; Nelson; Takubo; Oliverio; Azinger; Clements; Barrett; Roberts; Woodrum; Queen; Swope; Hamilton; Boley; Smith; Plymale; Woelfel; Caputo; Chapman,Relating to reimbursement of hospital inpatient rates by PEIA,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=127&year=2023&sessiontype=RS&btype=bill
SB0128,2023,RS,Smith,Tarr; Azinger; Roberts; Deeds; Boley; Rucker; Taylor; Karnes; Woodrum,Clarifying authority of Governor and Legislature to proclaim and declare state of emergency and preparedness,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=128&year=2023&sessiontype=RS&btype=bill
SB0129,2023,RS,Tarr,Smith; Taylor; Woodrum,Limiting gubernatorial authority to spend certain federal funds without appropriation of Legislature,Legislature,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=129&year=2023&sessiontype=RS&btype=bill
SB0130,2023,RS,Tarr,Rucker; Azinger; Karnes; Maynard; Deeds; Phillips; Roberts; Woodrum; Swope; Smith; Taylor; Grady; Maroney,Anti-Racism Act of 2023,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=130&year=2023&sessiontype=RS&btype=bill
SB0131,2023,RS,Nelson,Woodrum; Jeffries; Phillips; Trump; Deeds; Stuart; Queen; Smith; Rucker; Hamilton; Maroney,Allowing municipal fire marshals to receive service weapon upon retirement,Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=131&year=2023&sessiontype=RS&btype=bill
SB0132,2023,RS,Boley,Hamilton; Clements; Grady; Jeffries; Karnes; Nelson; Roberts; Stover; Trump; Weld; Woelfel; Phillips; Plymale; Martin; Rucker; Takubo; Smith; Woodrum; Deeds; Oliverio; Azinger; Stuart; Barrett; Queen; Maroney,Clarifying criminal offense of harassment,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=132&year=2023&sessiontype=RS&btype=bill
SB0133,2023,RS,Rucker,Woodrum; Clements; Smith; Maroney; Trump; Azinger; Stuart; Barrett; Phillips; Roberts; Maynard; Martin; Karnes; Hamilton,Adding definition of “ammunition” for purposes of obtaining state license to carry concealed deadly weapon,Crime,HB2187,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=133&year=2023&sessiontype=RS&btype=bill
SB0134,2023,RS,Jeffries,Caputo; Woelfel; Hamilton; Rucker; Trump; Oliverio; Azinger; Stuart; Roberts; Woodrum; Queen; Smith; Maroney,Protecting consumers against businesses using automatic renewals without consent,Consumer Protection,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=134&year=2023&sessiontype=RS&btype=bill
SB0135,2023,RS,Weld,Trump; Deeds; Jeffries; Stuart; Hamilton; Maroney,Relating to Uniform Controlled Substances Act,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=135&year=2023&sessiontype=RS&btype=bill
SB0136,2023,RS,Trump,Deeds; Oliverio; Stuart; Phillips; Woodrum; Grady,Requiring persons convicted of certain offenses to undergo psychological or psychiatric testing and have treatment plan to be eligible for probation,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=136&year=2023&sessiontype=RS&btype=bill
SB0137,2023,RS,Trump,Woelfel; Phillips; Deeds; Oliverio; Stuart; Clements; Queen; Grady; Hamilton; Woodrum,Clarifying offenses of kidnapping and unlawful restraint,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=137&year=2023&sessiontype=RS&btype=bill
SB0138,2023,RS,Azinger,Trump; Clements,Clarifying secondary sources are not law and public policy of WV in certain instances,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=138&year=2023&sessiontype=RS&btype=bill
SB0139,2023,RS,Roberts,Azinger; Boley; Grady; Karnes; Maynard; Phillips; Smith; Tarr; Trump; Woodrum; Takubo; Martin; Deeds; Jeffries; Stuart; Clements; Barrett; Rucker; Taylor; Nelson; Hamilton; Maroney,Requiring each county BOE to ensure all its meetings are open to public through in-person attendance and broadcast live on its website,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=139&year=2023&sessiontype=RS&btype=bill
SB0140,2023,RS,Woelfel,Grady; Caputo; Woodrum; Hamilton; Trump; Deeds; Jeffries; Azinger; Stuart; Barrett; Phillips; Roberts,Updating offenses of extortion and attempted extortion,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=140&year=2023&sessiontype=RS&btype=bill
SB0141,2023,RS,Trump,Hamilton; Oliverio; Jeffries; Stuart; Clements; Barrett; Phillips; Queen; Maroney,Adding Division of Corrections and Rehabilitation employees working at certain institutions to WV Emergency Responders Survivor Benefits Act,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=141&year=2023&sessiontype=RS&btype=bill
SB0142,2023,RS,Trump,Oliverio; Stuart; Clements; Barrett; Phillips; Woodrum; Nelson; Maroney,Modifying procedures to settle estates of decedents,,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=142&year=2023&sessiontype=RS&btype=bill
SB0143,2023,RS,Smith,Phillips; Caputo; Woodrum; Jeffries; Hamilton; Trump; Maynard; Rucker; Taylor; Maroney,Relating to Adopt-A-Stream Program,Environment,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=143&year=2023&sessiontype=RS&btype=bill
SB0144,2023,RS,Karnes,,Regulating schools for students with disabilities,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=144&year=2023&sessiontype=RS&btype=bill
SB0145,2023,RS,Grady,Azinger; Karnes; Rucker; Trump; Oliverio; Stuart; Clements; Phillips; Roberts; Smith,Allowing county BOE participating in operation of  multicounty vocational center to withdraw,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=145&year=2023&sessiontype=RS&btype=bill
SB0146,2023,RS,Trump,Woelfel; Oliverio; Jeffries; Azinger; Stuart; Phillips; Maynard,Modifying regulations of peer-to-peer car sharing program,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=146&year=2023&sessiontype=RS&btype=bill
SB0147,2023,RS,Woelfel,Trump; Plymale; Azinger; Stuart; Barrett; Phillips; Nelson; Grady; Maroney,Creating pilot program for recovery residences in Cabell County,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=147&year=2023&sessiontype=RS&btype=bill
SB0148,2023,RS,Swope,Martin; Hamilton; Jeffries; Roberts; Tarr; Woelfel; Woodrum; Trump; Oliverio; Stuart; Clements; Phillips; Queen,Relating to municipalities required to be represented on county authority boards,Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=148&year=2023&sessiontype=RS&btype=bill
SB0149,2023,RS,Roberts,Trump; Phillips; Deeds; Azinger; Stuart; Clements; Maynard; Maroney; Karnes,Exempting certain organizations from property taxation,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=149&year=2023&sessiontype=RS&btype=bill
SB0150,2023,RS,Blair (Mr. President),Woelfel,Budget Bill,Governor -- Bills Requested By,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=150&year=2023&sessiontype=RS&btype=bill
SB0151,2023,RS,Oliverio,Nelson; Martin; Trump; Maroney,Levying tax on pass-through entity's income,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=151&year=2023&sessiontype=RS&btype=bill
SB0152,2023,RS,Oliverio,,Moving state primaries to August,Elections,HB3488,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=152&year=2023&sessiontype=RS&btype=bill
SB0153,2023,RS,Rucker,Azinger; Deeds; Maynard; Roberts; Smith; Woodrum; Karnes; Taylor,WV Chemical Abortion Prohibition Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=153&year=2023&sessiontype=RS&btype=bill
SB0154,2023,RS,Hamilton,Deeds; Stuart,Penalizing removal of serial number from firearm or to possess firearm with missing serial number,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=154&year=2023&sessiontype=RS&btype=bill
SB0155,2023,RS,Rucker,Azinger; Deeds; Maynard; Roberts; Smith; Grady; Karnes; Taylor,Requiring medical professionals to report injuries and side effects from vaccines to Bureau for Public Health,Health,HB3069,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=155&year=2023&sessiontype=RS&btype=bill
SB0156,2023,RS,Caputo,,Relating to modernization of procedures for voting in public elections,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=156&year=2023&sessiontype=RS&btype=bill
SB0157,2023,RS,Phillips,Clements; Stuart; Maroney,Clarifying and expanding powers and duties of director of Coalfield Community Development Office,Natural Resources,HB3303,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=157&year=2023&sessiontype=RS&btype=bill
SB0158,2023,RS,Trump,Caputo; Grady; Woelfel; Maroney,Prohibiting person under age of 18 from entering into marriage,Crime; Domestic Relations; Health; Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=158&year=2023&sessiontype=RS&btype=bill
SB0159,2023,RS,Trump,Rucker,Relating to treatment of persistent symptoms of hypothyroidism,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=159&year=2023&sessiontype=RS&btype=bill
SB0160,2023,RS,Trump,Barrett; Plymale; Maroney; Woodrum; Woelfel; Deeds; Taylor,WV Rail Trails Program,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=160&year=2023&sessiontype=RS&btype=bill
SB0161,2023,RS,Blair (Mr. President),Azinger; Barrett; Boley; Caputo; Chapman; Clements; Deeds; Grady; Hamilton; Hunt; Jeffries; Karnes; Maroney; Martin; Maynard; Nelson; Oliverio; Phillips; Plymale; Queen; Roberts; Rucker; Smith; Stover; Stuart; Swope; Takubo; Tarr; Taylor; Trump; Weld; Woelfel; Woodrum,Authorizing DNR to manage and dispose of property,Natural Resources,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=161&year=2023&sessiontype=RS&btype=bill
SB0162,2023,RS,Blair (Mr. President),Azinger; Barrett; Boley; Caputo; Chapman; Clements; Deeds; Grady; Hamilton; Hunt; Jeffries; Karnes; Maroney; Martin; Maynard; Nelson; Oliverio; Phillips; Plymale; Queen; Roberts; Rucker; Smith; Stover; Stuart; Swope; Takubo; Tarr; Taylor; Trump; Weld; Woelfel; Woodrum,Authorizing director of DNR to lease state-owned pore spaces in certain areas for carbon sequestration,Natural Resources,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=162&year=2023&sessiontype=RS&btype=bill
SB0163,2023,RS,Caputo,,Relating to absentee voting,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=163&year=2023&sessiontype=RS&btype=bill
SB0164,2023,RS,Caputo,,Prohibiting legislators and part-time public officials from having interest in public contracts under certain circumstances,Ethics,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=164&year=2023&sessiontype=RS&btype=bill
SB0165,2023,RS,Caputo,,Creating personal income tax credit for nurses in WV,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=165&year=2023&sessiontype=RS&btype=bill
SB0166,2023,RS,Caputo,Nelson; Barrett,WV Public Employees Retirement Act,Retirement; State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=166&year=2023&sessiontype=RS&btype=bill
SB0167,2023,RS,Caputo,,"Legalizing cannabis production, sales, and adult consumption",Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=167&year=2023&sessiontype=RS&btype=bill
SB0168,2023,RS,Phillips,Stuart; Hunt; Chapman,Providing exemption from state severance tax for coal sold to coal-fired power plants located in WV,Taxation,HB3304,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=168&year=2023&sessiontype=RS&btype=bill
SB0169,2023,RS,Caputo,,Requiring certain movie theaters to provide open captioning during certain showings,Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=169&year=2023&sessiontype=RS&btype=bill
SB0170,2023,RS,Caputo,,Increasing transparency in apportionment process for congressional and legislative districts,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=170&year=2023&sessiontype=RS&btype=bill
SB0171,2023,RS,Phillips,Hunt,Establishing road or highway infrastructure improvement projects or coal production and processing facilities tax credit,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=171&year=2023&sessiontype=RS&btype=bill
SB0172,2023,RS,Trump,Hamilton,Increasing number of members on WV Parole Board,Boards and Commissions; Crime,HB2472,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=172&year=2023&sessiontype=RS&btype=bill
SB0173,2023,RS,Caputo,,Establishing program to pay monthly allotment to certain veterans,Military and Veterans,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=173&year=2023&sessiontype=RS&btype=bill
SB0174,2023,RS,Caputo,,Increasing required medical coverage for autism spectrum disorders,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=174&year=2023&sessiontype=RS&btype=bill
SB0175,2023,RS,Caputo,,Requiring medical insurance providers to include infertility services in their policies,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=175&year=2023&sessiontype=RS&btype=bill
SB0176,2023,RS,Trump,,Allowing Tax Commissioner to process certain early refunds,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=176&year=2023&sessiontype=RS&btype=bill
SB0177,2023,RS,Trump,Woelfel,Increasing minimum salaries for Bureau for Child Support Enforcement attorneys,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=177&year=2023&sessiontype=RS&btype=bill
SB0178,2023,RS,Rucker,Woelfel,Adding grievance and appellate procedures for individuals participating in DMV safety and treatment program,Courts; Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=178&year=2023&sessiontype=RS&btype=bill
SB0179,2023,RS,Trump,Stuart,Relating to controlled substances schedule,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=179&year=2023&sessiontype=RS&btype=bill
SB0180,2023,RS,Trump,Barrett; Hamilton; Rucker,Relating to number of state troopers in county,Public Safety; State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=180&year=2023&sessiontype=RS&btype=bill
SB0181,2023,RS,Caputo,,Creating Closed Captioning Act,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=181&year=2023&sessiontype=RS&btype=bill
SB0182,2023,RS,Martin,Rucker; Maynard; Maroney,Prohibiting discriminatory practices by financial institution or government entity against firearms manufacturers,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=182&year=2023&sessiontype=RS&btype=bill
