bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-1989,2022_2023,Menthol cigarettes/flavored electronic smoking device-prohibit sale/distribution,AAP,"Conaway, Herb; Murphy, Carol A.",2022-01-11,,,S-2667,"Prohibits sale of flavored cigarettes, non-premium cigars, and oral nicotine pouches.*"
A-1990,2022_2023,Lead exposure-adopt plan reduce exposure from contaminated soil/drinking water,AEN,"Conaway, Herb; Mukherji, Raj; Danielsen, Joe",2022-01-11,,,,Requires DEP to adopt Statewide plan to reduce lead exposure from contaminated soils and drinking water.
A-1991,2022_2023,"Student, mandatory immunizations-clarifies statutory exemptions",AHE,"Conaway, Herb; Jasey, Mila M.",2022-01-11,,,,Clarifies statutory exemptions from mandatory immunization requirements for child care center and school attendance.
A-1992,2022_2023,Smart phone & social media used in schools-comm to study effects on adolescents,SUB,"Conaway, Herb; Murphy, Carol A.; Wimberly, Benjie E.",2022-01-11,,,S-0715,Establishes commission to study effects on adolescents of social media usage in and out of school.*
A-1993,2022_2023,"Smoking devices, electronic & tobacco products-prohibits delivery, under age 21",AHE,"Conaway, Herb; Calabrese, Clinton",2022-01-11,,,,Prohibits delivery of electronic smoking devices and tobacco products to individuals under 21 years of age.
A-1994,2022_2023,Maternity care evaluation protocols-DOH required to establish,AWC,"Conaway, Herb; Quijano, Annette; Atkins, Reginald W.",2022-01-11,,,S-3425,Requires DOH to establish maternity care evaluation protocols.
A-1995,2022_2023,Antenatal prenatal care clinics-DOH conduct survey on status,AHE,"Conaway, Herb; Murphy, Carol A.",2022-01-11,,,,Requires DOH to conduct survey on status of antenatal and prenatal care clinics in New Jersey.
A-1996,2022_2023,Microbeads-prohibit manufacture/sale/promotion of consumer products containing,AEN,"Conaway, Herb; Murphy, Carol A.; Calabrese, Clinton",2022-01-11,,,,"Prohibits manufacture, sale, or promotion of consumer products containing microbeads."
A-1997,2022_2023,Plant species-prohibits certain actions relative to endangered and threatened,AAN,"Conaway, Herb; Rooney, Kevin J.; Calabrese, Clinton",2022-01-11,,,,Prohibits certain actions relative to endangered and threatened plant species; directs DEP commissioner to take certain actions to protect endangered and threatened plant species.
A-1998,2022_2023,Facial recognition systems-AG required to arrange for certain testing,AHS,"Conaway, Herb",2022-01-11,,,,Requires AG to arrange for certain testing of facial recognition systems.
A-1999,2022_2023,"9-1-1 sys. regionalization cost-fd. w/9-1-1 Sys., & Emerg Response Trust Fd Acct",AHS,"Conaway, Herb; Murphy, Carol A.",2022-01-11,,,S-2630,"Adds 9-1-1 system regionalization costs to funds appropriated from ""9-1-1 System and Emergency Response Trust Fund Account."""
A-2001,2022_2023,Physician Order for Life-Sustaining Treatment Form Registry-establishes,AHE,"Conaway, Herb",2022-01-11,,,,Establishes Practitioner Orders for Life-Sustaining Treatment Form Registry.
A-2002,2022_2023,Death certificate-St registrar permit county surrogate to provide certified copy,R/A,"Conaway, Herb; Jimenez, Angelica M.; Stanley, Sterley S.",2022-01-11,,,S-1656,Requires State registrar to permit county surrogate to provide certified copy of death certificate to authorized person under certain circumstances.
A-2003,2022_2023,Health care professionals-restricts use of restrictive employement covenants,AOF,"Conaway, Herb; Jimenez, Angelica M.",2022-01-11,,,,Restricts use of restrictive employment covenants for physicians and nurses.
A-2004,2022_2023,"Clinical labs & electronic med record companies-include gender, race, ethnicity",AHE,"Conaway, Herb; Jimenez, Angelica M.",2022-01-11,,,,Requires certain electronic medical programs to include demographic data entry feature; requires laboratories to record certain patients' demographic information; requires certain hospitals and laboratories to implement cultural competency training program.
A-2005,2022_2023,Traffic stops by law enforcement-establish database containing information on,ALP,"Conaway, Herb",2022-01-11,,,,Establishes database containing information on traffic stops by certain law enforcement officers.
A-2006,2022_2023,Public school instruction-req. districts include racial discrim & social justice,AED,"Conaway, Herb; Murphy, Carol A.; Wimberly, Benjie E.",2022-01-11,,,,"Requires school districts to include instruction on 
racial discrimination and social justice as part of implementation of New Jersey Student Learning Standards in Social Studies for middle school students."
A-2007,2022_2023,"Annual vaccination of student, certain other children for influenza-requires",AHE,"Conaway, Herb; Jasey, Mila M.",2022-01-11,,,S-1101,"Requires students and certain other children to be annually vaccinated for influenza as condition of enrollment at public and private K-12 schools, preschools, child care centers, and institutions of higher education."
A-2008,2022_2023,Health insur coverage-prov for mental health treatment & substance use disorders,APP,"Conaway, Herb; Verrelli, Anthony S.; Benson, Daniel R.",2022-01-11,2022-08-29,33.0,S-0352,Requires health insurance carriers to provide coverage for treatment of mental health conditions and substance use disorders through collaborative care.
A-2009,2022_2023,Curing of mail-in ballot-allow due to missing certificate,ASL,"Conaway, Herb; Benson, Daniel R.; Verrelli, Anthony S.",2022-01-11,,,,Allows mail-in voter to cure mail-in ballot due to missing certificate.
A-2010,2022_2023,Health insurance step therapy protocols-establish certain guidelines concerning,AHE,"Conaway, Herb; Benson, Daniel R.; Verrelli, Anthony S.",2022-01-11,,,S-0308,Establishes certain guidelines for health insurance carriers concerning step therapy protocols.
A-2011,2022_2023,"Voter info.-create quick reference code, include instruction for voting by mail",ASL,"Conaway, Herb",2022-01-11,,,,"Requires Secretary of State to create quick reference code for voter information, including instructions for voting by mail."
A-2012,2022_2023,"Cigarette usage, electronic-school districts provide instruction on dangers",AED,"Conaway, Herb; Verrelli, Anthony S.",2022-01-11,,,,Requires school districts to provide instruction on dangers of electronic cigarette usage as part of New Jersey Student Learning Standards in Comprehensive Health and Physical Education.
A-2013,2022_2023,Police misconduct-prohibits hiring officer removed from office by former agency,ACD,"Conaway, Herb; McKnight, Angela V.; Haider, Shama A.",2022-01-11,,,S-0780,Prohibits law enforcement agencies from hiring officer applicants removed from office by former agency for police misconduct.
A-2014,2022_2023,Manufacturing in Higher Ed. Act-req State entities promote manuf career pathways,SUB,"Conaway, Herb; Wirths, Harold J.; Umba, Brandon E.",2022-01-11,,,S-0659,"""Manufacturing in Higher Education Act""; requires various State entities to promote manufacturing career pathways for students and provides assistance to manufacturing industry."
A-2015,2022_2023,Paper ballot counting process-estab grant program for counties to improve;$10M,ASL,"Conaway, Herb; Benson, Daniel R.",2022-01-11,,,,Directs Secretary of State to establish grant program for counties to improve paper ballot counting process; appropriates $10 million.
A-2016,2022_2023,Voting Improvement Task Force-establishes,ASL,"Conaway, Herb; Benson, Daniel R.",2022-01-11,,,,"Establishes ""Voting Improvement Task Force."""
A-2017,2022_2023,Medicaid Fraud Division-enter data sharing agreement upon request of county,SCM,"Conaway, Herb; Peterson, Erik; Jimenez, Angelica M.",2022-01-11,,,,Requires Medicaid Fraud Division to enter into data sharing agreement upon request of county to provide access to third party insurance liability data regarding certain COVID-19 related health claims.
A-2018,2022_2023,"Finan instit-concerns release of account info, suspect fraud of vulnerable adult",ASE,"Conaway, Herb; Benson, Daniel R.; Murphy, Carol A.",2022-01-11,,,S-0391,Requires financial institutions to release records to adult protective services when suspecting fraud of vulnerable adult or senior customer; allows adult protective service to release same records to law enforcement agency if necessary.
A-2019,2022_2023,Motor vehicle safety recalls-require notice upon inspection & registration,2RA,"Conaway, Herb; Benson, Daniel R.; Haider, Shama A.",2022-01-11,,,S-2004,Requires notice of motor vehicle safety recalls upon inspection and registration of motor vehicle; requires motor vehicle manufacturers to pay annual fee to MVC.*
A-2020,2022_2023,Kidney Disease Prevention and Education Task Force-establishes,AHE,"Conaway, Herb; McKnight, Angela V.; Benson, Daniel R.",2022-01-11,,,S-1028,"Establishes ""Kidney Disease Prevention and Education Task Force."""
A-2021,2022_2023,Embryo storage facilities-req. to record & report health information of patients,APP,"Conaway, Herb; Benson, Daniel R.; Gopal, Vin",2022-01-11,2023-03-14,106.0,S-1138,Requires embryo storage facilities to record and report health information of patients in manner that is consistent with certain federal laws.
A-2022,2022_2023,Pharmacy practice site-req to document reason for not filling cert prescriptions,ARP,"Conaway, Herb; McKnight, Angela V.",2022-01-11,,,S-1037,Requires pharmacy practice sites to document reasons for not filling certain prescriptions.
A-2023,2022_2023,"Utilities, public-req to disseminate outage info through phone/text/email svc",ACE,"Conaway, Herb; Verrelli, Anthony S.; Rooney, Kevin J.",2022-01-11,,,S-0192,"Requires electric, gas, and water public utilities to disseminate outage information to customers through autodialed telephone call, text message, and electronic mail alert service."
A-2024,2022_2023,"Utilities, public-req. to publicize info concerning bill payment assistance prog",ACE,"Conaway, Herb; Verrelli, Anthony S.",2022-01-11,,,,Requires certain public utilities to publicize information concerning bill payment assistance programs.
A-2025,2022_2023,Tobacco product retailers-req stock & sell nicotine replacement therapy products,AHE,"Conaway, Herb; Jimenez, Angelica M.",2022-01-11,,,,Establishes requirements for certain tobacco product retailers to stock and sell nicotine replacement therapy products.
A-2026,2022_2023,"Animal Health Technician, job title in civil svc-reduce credit hours to 12",APP,"Conaway, Herb; Mukherji, Raj; Haider, Shama A.",2022-01-11,2023-07-01,128.0,S-0322,Reduces from 18 to 12 specific credit hours required for Animal Health Technician job title in civil service; allows substitution of five years of experience for education requirement.
A-2027,2022_2023,"Health care professionals, certain-extends temporary emergency licensure",AHE,"Conaway, Herb; Stanley, Sterley S.; Mukherji, Raj",2022-01-11,,,,Extends temporary emergency licensure of certain health care professionals.
A-2028,2022_2023,"Website, classified-mun and co police departments estab safe areas for purchases",AHS,"Benson, Daniel R.; McKnight, Angela V.",2022-01-11,,,S-1587,Allows county and municipal police departments to establish designated safe areas for Internet purchase transactions; establishes public awareness campaign.
A-2029,2022_2023,Internet service providers-prohibits disclosure of subscriber's personal ID info,AST,"Benson, Daniel R.; Moriarty, Paul D.; DeAngelo, Wayne P.",2022-01-11,,,,"Requires Internet service providers to keep confidential and prohibit any disclosure, sale, or unauthorized access to subscriber's personally identifiable information unless subscriber authorizes Internet service provider in writing to disclose information."
A-2030,2022_2023,Autonomous vehicles-directs MVC to establish driver's license endorsements,ATR,"Benson, Daniel R.; Lampitt, Pamela R.; Calabrese, Clinton",2022-01-11,,,,Directs MVC to establish driver's license endorsement for autonomous vehicles.
A-2031,2022_2023,"Autonomous vehicle pilot program, fully-establishes",ATR,"Benson, Daniel R.; Calabrese, Clinton",2022-01-11,,,,Establishes fully autonomous vehicle pilot program.
A-2032,2022_2023,"Learner's permit, special-establishes cert additional examination & requirements",ATR,"Benson, Daniel R.; Lopez, Yvonne; Giblin, Thomas P.",2022-01-11,,,S-2398,Establishes certain additional examination and special learner's permit requirements.
